question,answer,answerKey
"Nadir bir genetik durum cücelik ve bağışıklık yetmezliğine neden olur. Bu durumun en olası nedeni aşağıdakilerden hangisidir?
Şıklar:
A. bir parazit enfeksiyonu
B. DNA'da bir mutasyon
C. bakteriyel bir hastalık
D. ATP fazlalığı",DNA'da bir mutasyon,B
"Aşağıdakilerden hangisi henüz çözülmemiş güncel bir teknolojik zorluktur?
Şıklar:
A. Mars'a insan indirmek
B. elektrik üretmek için güneş enerjisi kullanmak
C. insan vücudu parçalarının yapay parçalarla değiştirilmesi
D. bir suçlunun kimliğini belirlemek için DNA kullanmak",Mars'a insan indirmek,A
"Besinler moleküler düzeyde sindirilir, emilir ve ardından hücrelere taşınır. Hücreler tarafından üretilen çözünmüş atık molekülleri aşağıdakilerden hangisi sayesinde kandan atılır?
Şıklar:
A. Deri.
B. Akciğerler.
C. Böbrekler.
D. Kalın bağırsak.",Böbrekler.,C
"Dünya üzerindeki yerçekimine şunlar neden olur
Şıklar:
A. Dünya'nın kütlesi kadar.
B. Dünya'nın dönüşü.
C. Dünya'nın dönüşü.
D. Dünya'daki hava durumu.",Dünya'nın kütlesi kadar.,A
"Bir sınıf Dünya'daki gece ve gündüz düzenini öğreniyordu. Dünya'nın hangi bölümünde aynı anda gece yaşanır?
Şıklar:
A. 1/4'ten az
B. yaklaşık 1/2
C. yaklaşık 3/4
D. neredeyse hepsi",yaklaşık 1/2,B
"Bir Yer Bilimi sınıfı fosil aramak için bir taş ocağına saha gezisi planlamaktadır. Güneş ışınlarının zarar vermesini önlemek için öğrencilerin gezi sırasında hangi eşyayı giymeleri önemli olacaktır?
Şıklar:
A. dezenfektan
B. güneş losyonu
C. güvenlik gözlükleri
D. kulak koruyucuları",güneş losyonu,B
"Hangi biyolojik olayda kimyasal enerji mekanik enerjiye dönüşür?
Şıklar:
A. fotosentez
B. kas hareketi
C. biyolüminesans
D. sinir impulsu transferi",kas hareketi,B
"Bilimsel bir araştırmada ilk olarak hangi adım gerçekleştirilmelidir?
Şıklar:
A. bir sonuç hazırlamak
B. soru sormak
C. deneyi yürütmek
D. doğru ekipmanı seçmek",soru sormak,B
"Rüzgar soğukluğunu ölçmek için hangi alet çifti kullanılabilir?
Şıklar:
A. barometre ve rüzgar gülü
B. rüzgar gülü ve anemometre
C. termometre ve barometre
D. anemometre ve termometre",anemometre ve termometre,D
"Bizonlar otlayan hayvanlardır. Çayırlarda ot yiyerek dolaşırlar. Eğer bir bölgede çok fazla bizon olsaydı, muhtemelen
Şıklar:
A. daha az bizon avcısı olurdu.
B. diğer birçok büyük otlayan hayvan olurdu.
C. uzun çalılar ve birçok ağaç olurdu.
D. daha az ot ve daha çok çıplak toprak olurdu.",daha az ot ve daha çok çıplak toprak olurdu.,D
"Bir kıyı bölgesinde kabarmanın artması en çok hangi sonucu doğurur?
Şıklar:
A. daha fazla su yaşamı
B. suda daha az besin maddesi
C. daha yüksek su sıcaklıkları
D. daha az nitrat",daha fazla su yaşamı,A
"Hangi ifade solunum sürecini en iyi şekilde açıklar?
Şıklar:
A. Hücrelere enerji sağlayan süreçte oksijen ve şeker kullanılır; su ve karbondioksit ise atık ürünleridir.
B. Su ve şeker, hücrelere enerji sağlayan süreçte kullanılır; oksijen ve karbondioksit ise atık ürünleridir.
C. Oksijen ve karbondioksit hücrelere enerji sağlayan süreçte kullanılır; şeker ve su ise atık ürünleridir.
D. Karbondioksit ve şeker, hücrelere enerji sağlayan süreçte kullanılır; su ve oksijen ise atık ürünleridir.",Hücrelere enerji sağlayan süreçte oksijen ve şeker kullanılır; su ve karbondioksit ise atık ürünleridir.,A
"Hareket halindeki bir dönme dolaba binen bir kişinin sürekli neyi değişir?
Şıklar:
A. Kütlesi
B. Sürati
C. Net gücü
D. Dönüş hızı",Net gücü,C
"Hangi eylem şekerin yeni bir madde oluşturmasına neden olur?
Şıklar:
A. ocakta şeker pişirmek
B. bir elekten şeker dökmek
C. bir küp şekeri suda çözmek
D. bir küp şekeri parçalara ayırmak",ocakta şeker pişirmek,A
"Bulaşıcı hastalıklar organizmadan organizmaya aşağıdakilerden hangisi dışında tüm yollarla geçebilir?
Şıklar:
A. Böcek ısırıkları.
B. Kirlenmiş gıda.
C. Genetik olarak ebeveynlerden aktarım.
D. Havadaki patojenler.",Genetik olarak ebeveynlerden aktarım.,C
"Güneş tutulmasını izlemenin en güvenli yolu hangi yöntemdir?
Şıklar:
A. İki ya da üç dakika sonra arkanızı dönün.
B. Uzun bir teleskopla Güneş'e bakın.
C. Bir iğne deliğinden bir ekrana görüntü aktarın.
D. Gözleriniz ışığa alışana kadar sık sık göz kırpın.",Bir iğne deliğinden bir ekrana görüntü aktarın.,C
"Sabah sefaları, çiçek rengi genlerinde büyük miktarda varyasyona sahip bitkilerdir. Bir popülasyonda beyaz çiçek rengi özelliğinden bağımsız olarak beyaz bir çiçek ortaya çıktığında, en olası kaynak nedir?
Şıklar:
A. genetik mutasyon
B. seçici üretim
C. genom çoğaltma
D. cinsel rekombinasyon",genetik mutasyon,A
"Peter'ın gömleğine beyaz ışık vurduğunda gömlek mavi görünür. Gömlek neden mavi görünüyor?
Şıklar:
A. Tüm beyaz ışığı emer ve çoğunu mavi ışığa dönüştürür.
B. Işığın mavi kısmını yansıtır ve geri kalanının çoğunu emer.
C. Işığın sadece mavi kısmını emer.
D. Kendi mavi ışığını yayar.",Işığın mavi kısmını yansıtır ve geri kalanının çoğunu emer.,B
"Sıvı su, su buharına dönüştüğünde hangi süreç gerçekleşir?
Şıklar:
A. yoğuşma
B. taşınma
C. buharlaşma
D. birikme",buharlaşma,C
"Hangi biyomolekülde karbon-azot bağı yoktur?
Şıklar:
A. protein
B. peptit
C. nükleik asit
D. karbonhidrat",karbonhidrat,D
"Aşağıdakilerden hangisi elementlerin bir özelliğidir?
Şıklar:
A. Asitlerle reaksiyona girdiklerinde parçalanırlar.
B. Elektrik akımı ile değiştirilebilirler.
C. Her zaman metaldirler.
D. Daha küçük maddelere bölünemezler.",Daha küçük maddelere bölünemezler.,D
"İnsan nüfusu arttıkça doğal kaynaklara olan talep de artmaktadır. Hangi faaliyet bir doğal kaynağı israf eder?
Şıklar:
A. ışıkları kapatma
B. toplu taşıma araçlarını kullanmak
C. alüminyum kutuların çöpe atılması
D. bir evi soğutmak için pencereleri açmak",alüminyum kutuların çöpe atılması,C
"Hangi örnek insan vücudunda sindirim sistemini oluşturan yapıları en iyi şekilde gösterir?
Şıklar:
A. kalp, kan, damarlar
B. burun, trakea, akciğerler
C. beyin, omurilik, sinirler
D. özofagus, mide, bağırsaklar","özofagus, mide, bağırsaklar",D
"Bu ifadelerden hangisi atomları en iyi tanımlar?
Şıklar:
A. iki veya daha fazla birleşik unsur
B. bir elementin en küçük birimleri
C. bir çekirdeğin içindeki parçacıklar
D. bir elementin farklı formları",bir elementin en küçük birimleri,B
"Bir sınıf akvaryumunda çeşitli balık türleri yaşamaktadır. Öğrenciler, bir balık türünün solungaçlarının diğer balıkların solungaçlarından daha hızlı hareket ettiğini fark eder. Bu gözlemle ilgili en iyi hipotez aşağıdaki ifadelerden hangisidir?
Şıklar:
A. Balıkların iki odacıklı bir kalbi vardır.
B. Bazı balıklar diğerlerinden çok daha büyüktür.
C. Balıkların farklı miktarlarda oksijene ihtiyacı vardır.
D. Akvaryumda altı çeşit balık bulunmaktadır.",Balıkların farklı miktarlarda oksijene ihtiyacı vardır.,C
"Bir uzay mekiği Dünya'nın yörüngesinde dönerken, bir kuvvet onun hareketine karşı koyar. Bu karşıt kuvvetin kaynağı nedir?
Şıklar:
A. atmosferden kaynaklanan sürtünme
B. mekiğin hızı
C. mekiğin kütlesi
D. Dünya'dan yerçekimi",atmosferden kaynaklanan sürtünme,A
"Orak hücreli anemi, kırmızı kan hücresinin şeklini etkileyen bir durumdur. Etkilenmemiş bir birey AA genotipi ile temsil edilebilir. Etkilenmiş bir birey SS genotipi ile temsil edilebilir. Taşıyıcı olan bireyler AS genotipine sahiptir. Orak hücre anemisinin en iyi tanımı hangisidir?
Şıklar:
A. çoklu aleller
B. tamamlanmamış hakimiyet
C. homozigot çekinik
D. heterozigot baskın",tamamlanmamış hakimiyet,B
"Bir fen dersinin başlangıcında, öğretmen kapalı küçük bir kavanozu açmış ve masanın üzerine koymuştur. Kavanozun içindekiler ders sırasında tüm odaya yayıldı. Kavanoz büyük olasılıkla aşağıdakilerden hangisini içeriyordu?
Şıklar:
A. kumaş lifleri
B. oksijen gazı
C. tuzlu su
D. kar taneleri",oksijen gazı,B
"İki öğrenci bir binaya girdiklerinde Akrep takımyıldızının tam tepelerinde olduğunu fark eder. Birkaç saat sonra binadan çıktıklarında, Akrep artık doğrudan tepelerinde değildir. Bu ifadelerden hangisi Akrep'in neden farklı bir konumda göründüğünü açıklar?
Şıklar:
A. Dünya kendi ekseni etrafında döner.
B. Dünya güneşin etrafında döner.
C. Yıldızlar uzayda hareket ediyor.
D. Ayın çekim gücü yıldızları çeker.",Dünya kendi ekseni etrafında döner.,A
"Bir kurbağanın yaşam döngüsünde, iribaş evresinden sonra ne olduğunu aşağıdakilerden hangisi en iyi açıklar?
Şıklar:
A. Kuyruk büyür ve solungaçlar kaybolur.
B. Solungaçlar gelişir ve ön bacaklar ortaya çıkar.
C. Arka bacaklar büyür ve akciğerler kaybolur.
D. Akciğerler gelişir ve kuyruk kısalır.",Akciğerler gelişir ve kuyruk kısalır.,D
"Hangi organizma çifti birbirine en çok fayda sağlar?
Şıklar:
A. çalılıkta yuva yapan kuşlar
B. bir bitkinin köklerini yiyen solucanlar
C. ağaçtaki tohumları gömen sincaplar
D. boynuzlarını bir ağaca kazıyan geyik",ağaçtaki tohumları gömen sincaplar,C
"Bir ekosistem bitki türlerinin birincil ardıllığından ikincil ardıllığına geçtiğinde, hangisi büyük olasılıkla azalır?
Şıklar:
A. erozyon oranı
B. bitki çeşitliliği
C. hayvan aktiviteleri
D. toprak kalınlığı",erozyon oranı,A
"Öğrenciler, hangi tasarımın en yüksek uçuş mesafesine izin verdiğini belirlemek için farklı model uçak kanadı tasarımlarını test ederler. Uçuş testleri bir spor salonunda gerçekleştiriliyor. Uçuş mesafesini ölçmek için kullanılacak en uygun SI birimi aşağıdakilerden hangisidir?
Şıklar:
A. feet
B. metre
C. mil
D. kilometre",metre,B
"İnşaat malzemelerinin miktarlarını tahmin ederken, yeterli malzeme siparişi vermeyerek gecikmelere neden olmaktansa, bir miktar israf ve hataya izin vermek daha iyidir. Bir mühendis, yaklaşık 2000 metrekarelik bir çatı alanı için gereken zona demetlerinin sayısını tahmin etmektedir. Çatı kaplamasında bir kare 100 metrekaredir ve her bir demet bir karenin üçte birini kaplar. Aşağıdakilerden hangisi mühendisin sipariş etmesi gereken demet sayısına en yakındır?
Şıklar:
A. 23
B. 43
C. 63
D. 83 331",63,C
"Sam bir toprak yığınının üzerine su döktü ve bir miktar toprağın yığından aşındığını gözlemledi. Erozyon hakkında daha fazla bilgi edinmek için hangi soruyu test edebilir?
Şıklar:
A. Toprak ne kadar süre ıslak kalacak?
B. Toprakta ne tür hayvanlar yaşar?
C. Daha fazla su eklemek kirin türünü değiştirir mi?
D. Farklı kir türleri farklı oranlarda mı yıkanır?",Farklı kir türleri farklı oranlarda mı yıkanır?,D
"Hangi ifade Ay'ın fiziksel bir özelliğini doğru olarak tanımlar?
Şıklar:
A. Ay sıcak gazlardan oluşmuştur.
B. Ay birçok kraterle kaplıdır.
C. Ay'da birçok sıvı su kütlesi vardır.
D. Ay kendi ışığını yayma yeteneğine sahiptir.",Ay birçok kraterle kaplıdır.,B
"1500 kg'lık bir araba, her bir saniyelik yolculuk için hızını 2 m/s artırmaktadır. Arabaya etki eden net kuvvet nedir?
Şıklar:
A. 750 N
B. 1500 N
C. 3000 N
D. 6000 N",3000 N,C
"Melinda bir gece penceresinden dışarı baktı ve bir ağacın tepesinde çok parlak bir yıldız gördü. O gece geç saatlerde dışarı baktığında yıldızın kaybolduğunu gördü. Ne olduğunu en iyi hangisi açıklar?
Şıklar:
A. Dünya dönüyor, böylece yıldızlar hareket ediyor gibi görünüyor.
B. Bazı yıldızlar her gece sadece birkaç saat parlar.
C. Yıldız yanmış olmalı.
D. Bazı yıldızlar diğerlerinden daha hızlı hareket eder.","Dünya dönüyor, böylece yıldızlar hareket ediyor gibi görünüyor.",A
"Hangi ifade bir görüştür?
Şıklar:
A. Bazı çok hücreli organizmalar bitkidir.
B. Çoğu organizma çok hücrelidir.
C. Bazı çok hücreli organizmalar zehirlidir.
D. Çok hücreli organizmaların çoğu tehlikelidir.",Çok hücreli organizmaların çoğu tehlikelidir.,D
"Hangi enerji biçimi boşlukta hareket edebilir?
Şıklar:
A. termal
B. güneş
C. mekanik
D. kimyasal",güneş,B
"Doğal kaynakları en iyi koruyan içme kabı türü hangisidir?
Şıklar:
A. bir cam şişe
B. yeniden kullanılabilir bir bardak
C. bir kağıt bardak
D. tek kullanımlık bir şişe",yeniden kullanılabilir bir bardak,B
"Bir kap sıvı su, sıcaklığın 3°C olduğu gün boyunca dışarıya konuldu. Gece dış sıcaklık -2°C'ye düşmüştür. Bu sıcaklık değişimi büyük olasılıkla suyun 
Şıklar:
A. yoğunlaşmasına neden olur.
B. buharlaşmasına eden olur.
C. sıvı olarak kalmasına eden olur.
D. katılaşmasına eden olur.",katılaşmasına eden olur.,D
"Öğrenciler Dünya'nın Güneş etrafındaki dönüşünü incelediler. Florida hangi ay boyunca en fazla güneş ışığı enerjisine sahip olacaktır?
Şıklar:
A. Mart
B. Haziran
C. Eylül
D. Aralık",Haziran,B
"Elektrik üretmek için güneş enerjisi kullanmanın ana dezavantajı, güneş panellerinin
Şıklar:
A. sera gazı üretir.
B. su kirliliği üretir.
C. işletmesi pahalıdır.
D. satın almak pahalıdır.",satın almak pahalıdır.,D
"Bir bilim insanı amonyak şişesinin kapağını kaybetmiş, bu nedenle amonyağı kapaklı temiz bir kaba taşımıştır. Güvende olmak için başka ne yapmalıdır?
Şıklar:
A. Eski amonyak şişesini geri dönüştürün.
B. Yeni kabı açık bir şekilde etiketleyin.
C. Kapağı kapatmak için yeni kabı ısıtın.
D. Yeni kabı buzdolabında saklayın.",Yeni kabı açık bir şekilde etiketleyin.,B
"Fotosentez sırasında bitkiler güneş ışığını enerji için kullanılmak üzere hangi maddeye dönüştürür?
Şıklar:
A. oksijen
B. karbondioksit
C. demir sülfür
D. glikoz",glikoz,D
"Bazı kurbağa türleri, ortamın çok kuru olması halinde kendilerini çamura gömerler. Kurbağalar bir tür kış uykusuna girerler. Kurbağaların çamurdan çıkması için en olası sinyal hangisi olurdu?
Şıklar:
A. gün ışığı saatlerinde azalma
B. hava sıcaklığında bir artış
C. yağışlarda bir artış
D. hava basıncında azalma",yağışlarda bir artış,C
"Hangi özelliğin bir bireyin çevresinden etkilenme olasılığı en düşüktür?
Şıklar:
A. yükseklik
B. ağırlık
C. ten rengi
D. göz rengi",göz rengi,D
"Bir öğretmen, bir magnezyum (Mg) şeridini Bunsen brülörünün alevi üzerinde tutmak için özel ekipman kullanarak bir araştırma yürütmektedir. Hangi gözlem kimyasal bir reaksiyonun gerçekleştiğini gösterir?
Şıklar:
A. Magnezyum şeridin sıcaklığı arttı.
B. Magnezyum şeridin şekli değişti.
C. Yanan magnezyum ışık üretti.
D. Magnezyumun buharlaştığı görüldü.",Yanan magnezyum ışık üretti.,C
"Propan (C_{3}H_{8}) oda sıcaklığında bir gazdır. Oda sıcaklığındaki bir propan örneğinin fiziksel özelliklerini en iyi hangi ifade açıklar?
Şıklar:
A. Belirli bir hacmi vardır ve kabının şeklini alır.
B. Belirsiz bir hacme sahiptir ve kabının şeklini alır.
C. Belirli bir hacmi vardır ve şekli kabından bağımsızdır.
D. Belirsiz bir hacme sahiptir ve şekli kabından bağımsızdır.",Belirsiz bir hacme sahiptir ve kabının şeklini alır.,B
"Dennis yerkabuğunun dünyanın her yerinde eşit kalınlıkta olduğuna inanmaktadır. Charlie, Dennis'in yanıldığını söylüyor, ancak tartışmayı kazanmasına yardımcı olacak herhangi bir gerçek bilmiyor. Hangi gerçek Charlie'ye yardımcı olur?
Şıklar:
A. Dünya, dönüşü nedeniyle kutuplarda bir miktar düzleşmiştir.
B. Kıtalar, okyanus tabanlarının aksine kalın kaya kütleleridir.
C. Dünya'nın çoğunlukla demirden oluşan katı, küresel bir iç çekirdeği vardır.
D. Dünya'nın levhaları sürekli olarak çok yavaş bir hızda hareket etmektedir.","Kıtalar, okyanus tabanlarının aksine kalın kaya kütleleridir.",B
"Bir teknenin ileri doğru kürek çekmesi, su ve rüzgardan kaynaklanan sürtünmenin üstesinden gelecek bir kuvvet gerektirir. Tekneye karşı çalışan kuvvetlerin üstesinden gelmeye en çok hangi faktör yardımcı olur?
Şıklar:
A. teknenin uzunluğu
B. teknenin kenarlarının yüksekliği
C. teknedeki kürekçilerin ağırlığı
D. teknede kürek çeken kişi sayısı",teknede kürek çeken kişi sayısı,D
"Yerkabuğu plakalarının hareketi en iyi hangi şekilde tanımlanır?
Şıklar:
A. Zaman içinde artan kabuk hareketi.
B. Hızlı bir şekilde gerçekleşen olaylar dizisi.
C. Devam eden uzun vadeli bir süreçtir.
D. Öngörülebilir modele sahip bir süreç.",Devam eden uzun vadeli bir süreçtir.,C
"Bazı bölgeler büyük miktarlarda jeotermal enerji üretmektedir. Bu enerji üretimi, bu bölgelerdeki yer kabuğunun
Şıklar:
A. Büyük petrol rezervlerine sahip olduğunu gösterir.
B. Dünya'nın derinliklerine ulaştığını gösterir.
C. Değerli metaller açısından zengin olduğunu gösterir.
D. Yakındaki magma tarafından ısıtıldığını gösterir.",Yakındaki magma tarafından ısıtıldığını gösterir.,D
"Her gün gündüz saatlerinin sayısı ne zaman ve nerede en fazla olur?
Şıklar:
A. Ekvator yakınlarında kış aylarında
B. Ekvator yakınlarında yaz aylarında 
C. Kuzey Kutbu yakınlarında kış aylarında
D. Kuzey Kutbu yakınlarında yaz aylarında",Kuzey Kutbu yakınlarında yaz aylarında,D
"Betsy, kasabasındaki yağışların kirletici içerip içermediğini öğrenmek istiyor. Betsy'nin bu bilgiyi edinmesi için en iyi yol
Şıklar:
A. yağmurlu bir günde bir örnek toplamaktır.
B. birkaç yağmurlu günde günde bir örnek toplamaktır.
C. yağmurlu bir günde birkaç ayrı örnek toplamaktır.
D. birkaç yağmurlu günde birkaç ayrı örnek toplamaktır.",birkaç yağmurlu günde birkaç ayrı örnek toplamaktır.,D
"Dünya yüzeyindeki su buharlaşması büyük olasılıkla hangi oluşumlara neden olur?
Şıklar:
A. buzullar.
B. dağlar.
C. doğal gaz.
D. kireçtaşı.",kireçtaşı.,D
"Hangi soru bir öğrencinin bilinmeyen bir maddenin bileşimini belirlemesine en iyi şekilde yardımcı olur?
Şıklar:
A. Numune sıcak mı soğuk mu?
B. Örnek ne kadar değerli?
C. Numune hiç eritildi mi?
D. Numune elektriği iletiyor mu?",Numune elektriği iletiyor mu?,D
"Bir araba lastiği bir teneke kutunun üzerinden geçiyor ve onu tamamen eziyor. Teneke kutunun yapısındaki atomlar için hangi ifade doğrudur?
Şıklar:
A. Atomlar parçalandı.
B. Atomlar düzleşmiştir.
C. Atomlar aynı kalır.
D. Atomlar farklı atomlara dönüşür.",Atomlar aynı kalır.,C
"Etanolün aşağıdaki özelliklerinden hangisi kimyasal bir özelliktir?
Şıklar:
A. renksiz
B. yanıcı
C. 78°C'de kaynar
D. yoğunluğu 0,79 g/cm^3",yanıcı,B
"Yakın zamana kadar insan DNA'sının sadece küçük bir kısmının belirli bir işlevi olduğu biliniyordu. DNA'nın geri kalanının önemsiz olduğu düşünülüyordu. Yeni kanıtlar artık tüm DNA'nın belirli gen işlevlerinde gerekli olduğunu göstermektedir. Bu yeni kanıtın önemini en iyi hangi ifade açıklar?
Şıklar:
A. DNA çalışmalarını çok daha basit hale getirecektir.
B. Bu da DNA'nın düşünüldüğünden daha az önemli olduğunu kanıtlıyor.
C. Bilimsel sonuçlara itiraz edilmemesi gerektiğine dair kanıt sağlar.
D. Bilimsel bilginin değişime tabi olduğunu göstermektedir.",Bilimsel bilginin değişime tabi olduğunu göstermektedir.,D
"Aşağıdakilerden hangisi Dünya, Jüpiter, Ay ve Güneş'i büyükten küçüğe doğru sıralar?
Şıklar:
A. Jüpiter, Dünya, Güneş, Ay
B. Güneş, Jüpiter, Dünya, Ay
C. Güneş, Jüpiter, Ay, Dünya
D. Jüpiter, Güneş, Dünya, Ay","Güneş, Jüpiter, Dünya, Ay",B
"Bazı yerli olmayan bitkiler çevrelerine bazı yerli bitkilerden veya mahsullerden daha hızlı adapte olabilirler. Hangi adaptasyon bir bitkinin hayatta kalma yeteneğini büyük olasılıkla azaltır?
Şıklar:
A. çok sayıda tohuma sahip olmak
B. herbisitlere karşı dirençli olması
C. hızla gelişen köklere sahip olmak
D. yavaş bir hızda oluşan yapraklara sahip olmak",yavaş bir hızda oluşan yapraklara sahip olmak,D
"Güneş gözlüklerinin renkli camları Güneş'in UV ışınlarına ne yapar?
Şıklar:
A. emer
B. saptırır
C. yansıtır
D. kırar",yansıtır,C
"Bir mühendis, şiddetli yağışlar olması durumunda bir şehirdeki hangi bölgelerin sular altında kalabileceğini analiz etmektedir. Bu analiz için aşağıdaki haritalardan hangisini kullanmak en iyisidir?
Şıklar:
A. şehir içi otobüslerin güzergahlarını gösteren bir harita
B. sokakların yerlerini gösteren bir harita
C. evlerin yerlerini gösteren bir harita
D. zemin yüzeylerinin yüksekliklerini gösteren bir harita",zemin yüzeylerinin yüksekliklerini gösteren bir harita,D
"Kömürün yerkabuğundan çıkarılması yerkabuğunun yapısını değiştirebilir, metan gazını serbest bırakabilir ve yeraltı sularını ağır metallerle kirletebilir. Dünya'nın alt sistemlerinden hangisinin tüm bu sonuçlardan etkilenme olasılığı en yüksektir?
Şıklar:
A. Atmosfer
B. Biyosfer
C. Hidrosfer
D. Litosfer",Biyosfer,B
"Bir hipotez bilimsel bir araştırmaya dahil edilir çünkü
Şıklar:
A. sonucu doğru kılmaktadır.
B. değişkeni tanımlar.
C. sorunu belirtir.
D. sonuçları bildirir.",sorunu belirtir.,C
"Domates bitkileri sıcak havalarda büyür. 24 Sıcaklık iki gün üst üste 32°F'nin altına düşerse, domates bitkilerine büyük olasılıkla ne olur?
Şıklar:
A. Ölecekler.
B. Göç edecekler.
C. Kış uykusuna yatacaklar.
D. Daha hızlı büyüyecekler.",Ölecekler.,A
"Bir mühendisin çevreye en az zarar verecek bir enerji santrali inşa etmesi gerekmektedir. Hangi tip enerji santrali inşa edilmelidir?
Şıklar:
A. kömür
B. nükleer
C. güneş enerjisi
D. hidroelektrik",güneş enerjisi,C
"Ay'ın kökenine ilişkin hangi teori, Dünya'nın Ay'ının Mars, Jüpiter ve Neptün'ü oluşturan aynı süreçle oluştuğunu öne sürer?
Şıklar:
A. Dev Çarpma Teorisi
B. Fisyon Teorisi
C. Yakalama Teorisi
D. Koakresyon Teorisi",Koakresyon Teorisi,D
"Bir böceğin zaman içindeki büyümesini incelemek için en çok aşağıdakilerden hangisini kullanırsınız?
Şıklar:
A. saniyeleri ölçen bir saat
B. büyük mercekli bir el merceği
C. diğer böceklerle beslenen çeşitli böcekler
D. böcek için yiyecek bulunan bir cam akvaryum",böcek için yiyecek bulunan bir cam akvaryum,D
"Atmosferik oksijen seviyesinin artması sonucunda Dünya'daki organizma türleri değişmiştir. Dünya atmosferindeki bu oksijen birikimine hangi süreç katkıda bulunmuştur?
Şıklar:
A. Metanın metabolik üretimi
B. inorganik azottan nitrat üretimi
C. enerji açığa çıkarmak için şekerlerin aerobik parçalanması
D. ışık enerjisinin kimyasal bağ enerjisine dönüşümü",ışık enerjisinin kimyasal bağ enerjisine dönüşümü,D
"Bu insan faaliyetlerinden hangisi büyük olasılıkla ozon tabakasının incelmesine yardımcı olmuştur?
Şıklar:
A. hidroelektrik santralleri inşa etmek
B. gübrelenmiş çiftlik alanlarından akış
C. fosil yakıtların yakılması
D. aerosol kutularından kloroflorokarbon salınımı",aerosol kutularından kloroflorokarbon salınımı,D
"Bernice bir tarlada birlikte yaşayan bazı organizmaları inceledi. Bir tavşan yediği bitkiye hangi yönden benzer?
Şıklar:
A. İkisinin de hayatta kalmak için enerjiye ihtiyacı vardır.
B. Her ikisi de diğer organizmaları tüketir.
C. Her ikisi de topraktan su emer.
D. Her ikisi de güneş ışığından kendi besinlerini üretirler.",İkisinin de hayatta kalmak için enerjiye ihtiyacı vardır.,A
"Bilinmeyen bir maddenin örneği kabının şeklini alır. Numunenin durumunu belirlemek için gereken ek bilgiyi sağlamak üzere hangi sorunun yanıtlanması gerekir?
Şıklar:
A. Şeffaf mı?
B. Tehlikeli bir numune mi?
C. Maddenin sıcaklığı nedir?
D. Daha büyük bir kabın hacmine kadar genişler mi?",Daha büyük bir kabın hacmine kadar genişler mi?,D
"Bir öğrenci buharlaşmanın hangi sıcaklıkta gerçekleştiğini araştırmaktadır. Buharlaşmanın gerçekleştiğini en iyi hangi ifade gösterir?
Şıklar:
A. Gökten yağmur yağıyor.
B. Gökyüzü bulutlardan arınmış.
C. Çimlerin üzerinde su damlacıkları belirir.
D. Su damlacıkları çimenlerde kaybolur.",Su damlacıkları çimenlerde kaybolur.,D
"Aynı kuş türünün üyeleri coğrafi olarak birbirinden ayrıldı. Uzun yıllar içinde bu iki grup evrimleşerek iki farklı türe dönüştü. Bu gözlemlerden hangisi iki ayrı türün geliştiğine dair en iyi kanıttır?
Şıklar:
A. Her grubun farklı bir beslenme tercihi vardır.
B. Her grubun farklı bir habitat tercihi vardır.
C. Her grubun farklı çiftleşme alışkanlıkları vardır.
D. Her grup günün farklı bir saatinde aktiftir.",Her grubun farklı çiftleşme alışkanlıkları vardır.,C
"Dünya yüzeyindeki ani değişimlere en iyi örnek hangi süreçtir?
Şıklar:
A. gevşek kayaları yokuş aşağı hareket ettiren heyelanlar
B. deniz tabanında biriken tortular
C. nehirlerin ağzında oluşan deltalar
D. yükselen dağlar",gevşek kayaları yokuş aşağı hareket ettiren heyelanlar,A
"Bu sorulardan hangileri bilimsel olarak yanıtlanamaz?
Şıklar:
A. Hangi müzik notaları insan kulağı tarafından algılanabilir?
B. Hangi müzik notaları bir araya geldiğinde en güzel olur?
C. Hangi frekanslar çocuklar tarafından duyulabilir ancak yetişkinler tarafından duyulamaz?
D. İnsan ses telleri hangi frekansları üretebilir?",Hangi müzik notaları bir araya geldiğinde en güzel olur?,B
"Bir öğrenci fen laboratuvarında bir deneye ne zaman güvenle başlayabilir?
Şıklar:
A. talimatları okuduktan sonra
B. Laboratuvar ekipmanınızı kontrol ettikten sonra
C. laboratuvar öğretmeni başlamanızı söyledikten sonra
D. laboratuvar öğretmeni talimatları okuduktan sonra",laboratuvar öğretmeni başlamanızı söyledikten sonra,C
"Bazı kağıt fabrikaları ""odunsuz"" kağıt olarak adlandırılan odunsuz kağıt yapan makineler kullanmaktadır. Bu makineler pamuk ve pirinç atıkları gibi malzemelerden kağıt üretmektedir. Odunsuz kağıt kullanımı en çok hangi sorunu etkiliyor?
Şıklar:
A. fosil yakıtların kullanımının artması
B. su arzında azalma
C. hayvan yaşam alanlarının kaybı
D. hava kirliliği",hayvan yaşam alanlarının kaybı,C
"Bir öğrenci bir nesneyi rampadan aşağı kaydırır. Öğrenci sürtünmenin nesnenin yavaş kaymasına neden olduğunu belirtiyor. Yavaş hareket için bir başka olası açıklama nedir?
Şıklar:
A. rampanın eğimi azdır.
B. rampanın yüzeyi pürüzsüzdür.
C. nesne yuvarlak ve cilalıdır.
D. nesne üzerindeki yerçekimi kuvveti zayıftır.",rampanın eğimi azdır.,A
