question,true_answer,predicted_answer,is_correct
"Adamlar masada oturarak bir projeyi tartışıyorlar. iki adam
Şıklar:
A. bulaşıkları yıkar ve misafirin bulaşıkları sildiği görülür.
B. davul çalıyorlar.
C. Birlikte bir masaya oturun ve bir belgeden okuyun.
D. Kameraman izleyip çantaya dokunurken ve kabinin dışındaki bir kişi izlerken kum torbasını bir çekiç ve bir direkle birlikte delmeye başlayın.",Birlikte bir masaya oturun ve bir belgeden okuyun.,C. Birlikte bir masaya oturun ve bir belgeden okuyun.,False
"Bir şablon seçip üzerine çiziyorsunuz ve ardından oyma aletlerini alıyorsunuz, ayrıca balkabağından tüm balkabağı yapışkanını boşaltmanız gerekiyor. Sen
Şıklar:
A. balkabağının her arka kısmını kırılmamış veya hasar görmemiş balmumu ile kaplayacak kadar yeterli miktarda alın ve ardından temizlenene kadar balmumu ile yuvarlayın.
B. balkabağına beyaz bir kare koyun ve ardından balkabağını çizin ve içine bir çarpı işareti koyun, ardından iç kısım için bir gülen yüz ekleyin.
C. tüm taslağı yavaşça oymaya başlayın.
D. Daha sonra oymayla ilgili notları doldurun ve bitmiş tasarımı ifade eden bir grafik belirir.",tüm taslağı yavaşça oymaya başlayın.,A. balkabağının her arka kısmını kırılmamış veya hasar görmemiş balmumu ile kaplayacak kadar yeterli miktarda alın ve ardından temizlenene kadar balmumu ile yuvarlayın.,False
"[header] Kedilerde diyabet nasıl tespit edilir [title] Kedinizin susuzluğunun arttığına dikkat edin. [adım] Diyabetik kediler glikozu düzgün bir şekilde ememez ve kullanamaz, bu da anormal derecede yüksek glikoz seviyelerinin idrar yoluyla filtrelenmesine yol açar. Bu işlem gerçekleştiğinde vücuttan glikozla birlikte fazladan su da dışarı atılır.
Şıklar:
A. Kedi ayrıca normalden biraz daha fazla su alabilir ve bu da aşırı susuzluğun daha belirgin olmasına neden olabilir. [alt adımlar] Bir kedinin yeterince kan alamadığının (örn. gün boyunca artan susuzluk) işaretleri arasında zor nefes alma, yorgunluk ve halsizlik yer alır.
B. [başlık] Küçük veya orta dereceli ishale dikkat edin. [adım] Kediniz bağırsak hareketinden sonra oldukça hızlı bir şekilde çok fazla dışkı çıkarabilir ve yarım saat sonra yanlışlıkla daha düzenli idrara çıkabilir.
C. Kediniz alışılmadık derecede acıktıysa aniden beslenmesinde önemli bir değişiklik yapabilir veya sıvı alımını azaltabilir. [alt adımlar] Kedinizin yeterli su alabilmek için normal yiyecekleri yeniden kullanıp kullanmadığını belirlemek için idrarında artan susuzluk olup olmadığına bakmalısınız.
D. Bu, kedinizin çok fazla su kaybettiği ve su alımını artırarak buna karşı koymaya çalışacağı anlamına gelir. [alt adımlar] Su seviyelerinin normalden daha hızlı düşüp düşmediğini görmek için kedinizin su kabını izleyin.","Bu, kedinizin çok fazla su kaybettiği ve su alımını artırarak buna karşı koymaya çalışacağı anlamına gelir. [alt adımlar] Su seviyelerinin normalden daha hızlı düşüp düşmediğini görmek için kedinizin su kabını izleyin.","A. Kedi ayrıca normalden biraz daha fazla su alabilir ve bu da aşırı susuzluğun daha belirgin olmasına neden olabilir. [alt adımlar] Bir kedinin yeterince kan alamadığının (örn. gün boyunca artan susuzluk) işaretleri arasında zor nefes alma, yorgunluk ve halsizlik yer alır.",False
"[başlık] Nasıl hastane savunucusu olunur? [başlık] Biraz arka plan araştırması yapın. [adım] Sağlık sistemi, sigorta sistemi ve sevdiğiniz kişinin boğuştuğu belirli tıbbi durum hakkında ne kadar bilgi sahibi olursanız, savunucu olarak o kadar etkili olabilirsiniz. [alt adımlar] Örneğin, hastane bürokrasisinin nasıl çalıştığını öğrenmek için biraz zaman ayırın.
Şıklar:
A. ""Emir-komuta zinciri"" nedir? Sevdiğiniz kişinin doktoru veya sağlık ekibi kime rapor verir? Hastanın sağlık sigortası poliçesi ve/veya tıbbi bakım yardımı hakkında bilgi edinin. Yardım reddedildiğinde itiraz sürecine bakın.
B. Örneğin beslenme konusunda yayın yapan bir kuruluşun, iş arkadaşlarını, özellikle de tesisi işleten çalışanları ve bakımı yönetebilen çalışanları sevebilmesi gerekir. Bu, ""doktor"" hastalar ile ""doktor"" hastalar arasındaki ilişkilerin geliştirilmesine yardımcı olacaktır.
C. Yalnızca hastaneyi yöneten oyuncuları değil, aynı zamanda hastanenin hastanedeki hastaların bakımını güvence altına alma stratejisini de değerlendirin. Hatta yanınızda çalışacak bir hastane danışmanı tutmayı bile düşünebilirsiniz.
D. Prosedür ve sistemlerin yanı sıra hastanenin bilimsel görevlere nasıl katıldığına bakın. Hastanın tedavisinin temelini oluşturan operasyon prosedürlerini araştırın ve bu süreci denetleme konusunda kendinizi rahat hissedip hissetmediğinizi belirlemenize yardımcı olun.","""Emir-komuta zinciri"" nedir? Sevdiğiniz kişinin doktoru veya sağlık ekibi kime rapor verir? Hastanın sağlık sigortası poliçesi ve/veya tıbbi bakım yardımı hakkında bilgi edinin. Yardım reddedildiğinde itiraz sürecine bakın.","A. ""Emir-komuta zinciri"" nedir? Sevdiğiniz kişinin doktoru veya sağlık ekibi kime rapor verir? Hastanın sağlık sigortası poliçesi ve/veya tıbbi bakım yardımı hakkında bilgi edinin. Yardım reddedildiğinde itiraz sürecine bakın.",False
"[header] Need for madness nasıl hacklenir? [title] Oyunu indirdiğinizden (ve oyunu internetten hemen oynamadığınızdan) emin olun. [adım] Bu www.arcadetown.com adresinden yapılabilir (yarış oyunlarına gidin ve need for madness'ı seçin, şimdi indir'e basın). [title] Kurduğunuz yere gidin.
Şıklar:
A. [adım] ""Yükle"" tuşuna basın, ayrıca henüz yüklemediyseniz sürücüler ve ayarlar için çevrimiçi bir göz atın. [title] Yüklendikten sonra programın tamamını açın [title] Artık kaçışınızı yapabilirsiniz.
B. [adım] Bu çevrimiçi olarak ortaya çıkmalı (daha fazla oyun oynayın ve hacklemeyi daha kolay bulabilirsiniz). Sağa doğru ilerleyin ve sabit sürücünüz varsa oyunun sürümünü seçin.
C. [adım] Yazılım/java indirmek için yazan bir şey görmelisiniz [başlık] ""Gelişmiş başlat""ı tıklayın [başlık] Yazılım veya program indirmek için yazan seçeneği verin. [title] Bunu aldıktan sonra yükle'ye çift tıklayın.
D. [title] Artık need for madness klasörünün içinde olmalısınız. [adım] Müziği değiştirmek için 4. adıma gidin.",[title] Artık need for madness klasörünün içinde olmalısınız. [adım] Müziği değiştirmek için 4. adıma gidin.,"A. [adım] ""Yükle"" tuşuna basın, ayrıca henüz yüklemediyseniz sürücüler ve ayarlar için çevrimiçi bir göz atın. [title] Yüklendikten sonra programın tamamını açın [title] Artık kaçışınızı yapabilirsiniz.",False
"[başlık] Yağlı boya nasıl yapılır [başlık] Boyalarınızı seçin. [adım] Yağlı boyayı düşünmeden önce yağlı boya almalısınız. Piyasada onlarca marka yağlı boya olmasına rağmen bütçe malzemelerinin cazibesine kapılmayın.
Şıklar:
A. Sadece boyanızı satın alın ve yağlı boya resminin sizin için uygun olup olmadığı konusunda oldukça iyi bir cevaba sahip olun. [başlık] Yağlıboya resmin dört temel esasını öğrenin: [alt adımlar] Resim yapmak, resim yapmanın basit ama eğlenceli bir yoludur ve kendinizi son derece mutlu hissetmenizi sağlar.
B. Örneğin bir evi boyamak istiyorsanız %50 ila %50 oranında yağa ihtiyacınız olacaktır. Yağlı boyaların çoğu özel ve dwc tedarik mağazalarında mevcuttur.
C. Ucuz, kalitesiz malzeme satın almak, resminizi zorlaştıracak, sıkıcı ve sinir bozucu hale getirecektir. Birkaç dolar daha fazla öderseniz, aynı canlılık ve karışım kabiliyeti için iki veya üç kat yerine tek kat gerektiren boyalar elde edersiniz.
D. Boya üreticileri, istediğiniz benzersiz görünümü elde etmenize yardımcı olacak birçok farklı boya sağlar. [title] Yapmayı planladığınız iş için ne kullanacağınıza karar verin.","Ucuz, kalitesiz malzeme satın almak, resminizi zorlaştıracak, sıkıcı ve sinir bozucu hale getirecektir. Birkaç dolar daha fazla öderseniz, aynı canlılık ve karışım kabiliyeti için iki veya üç kat yerine tek kat gerektiren boyalar elde edersiniz.","C. Ucuz, kalitesiz malzeme satın almak, resminizi zorlaştıracak, sıkıcı ve sinir bozucu hale getirecektir. Birkaç dolar daha fazla öderseniz, aynı canlılık ve karışım kabiliyeti için iki veya üç kat yerine tek kat gerektiren boyalar elde edersiniz.",False
"[başlık] Kaygı için nasıl meditasyon yapılır [başlık] Rahat, sessiz bir alan bulun. [adım] İstediğiniz zaman, istediğiniz yerde meditasyon yapabilirsiniz, ancak yeni başlayanların çoğu için, dikkat dağıtıcı şeylerin olmadığı sessiz bir yerde meditasyon yapmak çok daha kolaydır. Birkaç dakika yalnız kalabileceğiniz bir yer bulmaya çalışın.
Şıklar:
A. [alt adımlar] Evinizde meditasyon için özel bir alan oluşturmak isteyebilirsiniz. Oturmak için rahat bir yere sahip olmalı ve size ilham vermeli.
B. [alt adımlar] Bir sandalyeye oturmayı deneyebilirsiniz. Mümkünse dizleriniz bitişik ve elleriniz dizlerinizin üzerinde olacak şekilde dik oturmayı deneyin.
C. [alt adımlar] Zumbaya yeni başlıyorsanız oturmak iyi bir seçenek olabilir. Banyo gibi sessiz bir yerde, yatağınızda veya istediğiniz herhangi bir yerde, kaygılı hissetmediğiniz bir yer bulduğunuz sürece meditasyon yapabilirsiniz.
D. Düzenli meditasyon derslerine katılıyorsanız ihtiyacınız olan alanı bulmanız daha kolay olabilir. [alt adımlar] Aynı yerde çok uzun süre kalmayın.",[alt adımlar] Evinizde meditasyon için özel bir alan oluşturmak isteyebilirsiniz. Oturmak için rahat bir yere sahip olmalı ve size ilham vermeli.,"C. [alt adımlar] Zumbaya yeni başlıyorsanız oturmak iyi bir seçenek olabilir. Banyo gibi sessiz bir yerde, yatağınızda veya istediğiniz herhangi bir yerde, kaygılı hissetmediğiniz bir yer bulduğunuz sürece meditasyon yapabilirsiniz.",False
"[header] Üst sırt ağrısı nasıl tedavi edilir [title] Normal rutininizi değiştirin veya ara verin. [adım] Üst sırt ağrısı genellikle iş yerinde tekrarlayan hareketlerden veya spor yapma veya şiddetli egzersizle ilgili küçük yaralanmalardan kaynaklanır. İlk önlem olarak, zorlanmaya neden olabilecek aktiviteye ara verin ve birkaç gün dinlenin.
Şıklar:
A. [alt adımlar] Başka sağlık sorunlarınız veya sırt ağrısıyla ilgili endişeleriniz varsa doktorunuzla veya fizyoterapistinizle konuşun. Diğer sağlık koşulları üst sırt ağrınızı etkileyebiliyorsa doktorunuza danışmak isteyebilirsiniz.
B. Sorununuz işle ilgiliyse, patronunuzla farklı bir aktiviteye geçme veya iş istasyonunuzun ergonomisini iyileştirme konusunda konuşun. Ağrı egzersizle ilişkiliyse, çok agresif veya kötü formda çalışıyor olabilirsiniz.
C. [alt adımlar] Şu anda spor uygulamalarına veya aktivitelerine katılmıyorsanız bu süre zarfında egzersiz yapmayın. Üst sırt ağrısı olan birçok kişi egzersize daha iyi yanıt verir çünkü 'bacak gerginliği' hafifletilmiştir.
D. Kendinizi, yapmak istemediğiniz ve bel ağrısıyla ilişkili aktif olmayan kasları çalıştıran aktivitelerle sınırlayın. [alt adımlar] Doktorunuza veya fizyoterapistinize gittiğinizde, onlardan sizi bir fizyoterapiste yönlendirmelerini isteyin.","Sorununuz işle ilgiliyse, patronunuzla farklı bir aktiviteye geçme veya iş istasyonunuzun ergonomisini iyileştirme konusunda konuşun. Ağrı egzersizle ilişkiliyse, çok agresif veya kötü formda çalışıyor olabilirsiniz.",A. [alt adımlar] Başka sağlık sorunlarınız veya sırt ağrısıyla ilgili endişeleriniz varsa doktorunuzla veya fizyoterapistinizle konuşun. Diğer sağlık koşulları üst sırt ağrınızı etkileyebiliyorsa doktorunuza danışmak isteyebilirsiniz.,False
"[header] Kontakt lensler nasıl takılır? [title] Kontakt lenslerinize, kullanılmadıkları zamanlarda uygun şekilde bakım yapın. [adım] Bu temelde iki anlama gelir: [alt adımlar] Günlük tek kullanımlık lens takmıyorsanız kontakt lenslerinizi her zaman kontakt lens solüsyonunda saklayın. Kontakt lens solüsyonu lenslerinizi temizlemeye, durulamaya ve dezenfekte etmeye yardımcı olur.
Şıklar:
A. Bu, kir, leke ve diğer kalıntıların toplanıp lenslere zarar vermesini önlemeye yardımcı olur. Kontakt lensler en iyi temiz ortamda iyileşir.
B. Tek kullanımlık lens kullanıyorsanız bunları temiz, kuru ve yeniden kapatılabilir bir kapta sakladığınızdan emin olun. Lenslerinizi her taktığınızda haftada bir yıkayın.
C. Lenslerinizi kontakt lens solüsyonunda saklayın ve lenslere dokunmadan önce damlaları durulayın. Bu, mikropların kontakt lenslerinize bulaşmasını önlemenizi sağlayacaktır.
D. Kontakt lenslerinizi önerilen tarihe kadar atın. Çoğu lens üç kategoriden birine girer: günlük olarak imha edilir, altı ayda bir imha edilir veya aylık olarak imha edilir.","Kontakt lenslerinizi önerilen tarihe kadar atın. Çoğu lens üç kategoriden birine girer: günlük olarak imha edilir, altı ayda bir imha edilir veya aylık olarak imha edilir.","C. Lenslerinizi kontakt lens solüsyonunda saklayın ve lenslere dokunmadan önce damlaları durulayın. Bu, mikropların kontakt lenslerinize bulaşmasını önlemenizi sağlayacaktır.",False
"[başlık] Kola nasıl yüzer hale getirilir [başlık] Bir bardağın 3/4'ünü kola ile doldurun. [adım] Gazın taşmasını önlemek için bardağı küçük tabaklara yerleştirin. Taşmasını önlemek için sodayı yavaşça dökün.
Şıklar:
A. [title] Bir shot bardağını soğuk suyla doldurun. [adım] 2 soda parçası hariç tüm sodayı boşaltın.
B. Bir bardak boyutu kullanıyorsanız, biraz deneyin. Baloncukları almak için sodayı bir buz tepsisinden süzün.
C. [alt adımlar] Bardağınız sorumsuz bir şekilde boyutlandırılmış görünüyorsa, sodayı tutmayı kolaylaştırmak için birkaç bardağı birleştirmeniz gerekebilir. Bardağı neredeyse ağzına kadar doldurduğunuzdan emin olun.
D. [alt adımlar] En iyi sonuçları elde etmek için soğuk sodayla başlayın. Ayrıca bardağınızı önceden 10 dakika kadar dondurucuya koyarak da soğutabilirsiniz.",[alt adımlar] En iyi sonuçları elde etmek için soğuk sodayla başlayın. Ayrıca bardağınızı önceden 10 dakika kadar dondurucuya koyarak da soğutabilirsiniz.,A. [title] Bir shot bardağını soğuk suyla doldurun. [adım] 2 soda parçası hariç tüm sodayı boşaltın.,False
"Daha sonra ayaklarını sörf tahtasına sokar ve yol kenarındaki nehre atlar. bir kez araba
Şıklar:
A. Hareket halindeyken bazıları telefonlarıyla fotoğraf çekmeye, arabanın kliplerini çekmeye başlıyor.
B. Adamı hortumuna bağlı ipten tutarak nehirde çekerken arabayı sürmeye başlıyor.
C. nehrin içinde, büyük akıntılardan geçiyor ve köprüde bir adam görüyoruz.
D. Sudayken su kayağı yapmaya başlar ve yanmamak için bacaklarını ayırır.",Adamı hortumuna bağlı ipten tutarak nehirde çekerken arabayı sürmeye başlıyor.,"C. nehirin içinde, büyük akıntılardan geçiyor ve köprüde bir adam görüyoruz.",False
"[başlık] Bir paragraf nasıl başka sözcüklerle ifade edilir [başlık] 'Başka sözcüklerle ifade etme'nin ne anlama geldiğini bilin. [adım] ""başka kelimelerle ifade etmek"" başkasının söylediği bir şeyi kendi kelimelerinizle söylemektir. Hala aynı fikirleri farklı bir şekilde ifade ediyorsunuz.
Şıklar:
A. Özellikle bir makale veya makale yazmaya çalışıyorsanız, sahip olmanız yararlı bir beceri olabilir. [alt adımlar] Elbette, başka birinin fikirlerini kullandığınızda her zaman itibar etmek istersiniz, ancak başka kelimelerle ifade etmek size bunu doğrudan alıntı yapmak yerine kendi kelimelerinizle söyleme şansı verir.
B. Ancak bunun yerine, açıklamalarınız derinlemesine olmalıdır. Her satırdaki kelimelere odaklanılmalı ve her bireye özel bir anlam verilmelidir.
C. Ancak kendinizi farklı terimler ve terminoloji kullanarak ifade edebilirsiniz. Açıklama, bir parçanın italik veya siyah kullanılarak veya kelimeleri birbirinden ayıran kelimeler kullanılarak yazılması fikrini ifade eder.
D. [alt adımlar] Örneğin, paragrafınız yakın zamanda yaşanan bir olayla ilgili olabilir. İşyerinde zaten çok fazla olay oluyorsa, olayların ne kadar gergin olduğu vb. hakkında yazabilirsiniz.","Özellikle bir makale veya makale yazmaya çalışıyorsanız, sahip olmanız yararlı bir beceri olabilir. [alt adımlar] Elbette, başka birinin fikirlerini kullandığınızda her zaman itibar etmek istersiniz, ancak başka kelimelerle ifade etmek size bunu doğrudan alıntı yapmak yerine kendi kelimelerinizle söyleme şansı verir.","A. Özellikle bir makale veya makale yazmaya çalışıyorsanız, sahip olmanız yararlı bir beceri olabilir. [alt adımlar] Elbette, başka birinin fikirlerini kullandığınızda her zaman itibar etmek istersiniz, ancak başka kelimelerle ifade etmek size bunu doğrudan alıntı yapmak yerine kendi kelimelerinizle söyleme şansı verir.",False
"Bir grup genç erkek basketbol sahasının içindedir. Onlar
Şıklar:
A. yakartop oyunu oynuyorlar, topu ağlara göndermeye çalışıyorlar.
B. Seyirciler onların oynamasını izlerken topa ileri geri vurun.
C. Koç onlara tezahürat yaparken ve talimat verirken bir oyun oynayın.
D. okçuluk tesisi kurun.",Koç onlara tezahürat yaparken ve talimat verirken bir oyun oynayın.,"A. yakartop oyunu oynuyorlar, topu ağlara göndermeye çalışıyorlar.",False
"[başlık] Çevresel görüş nasıl test edilir [başlık] Basit bir yüzleşmeli görme alanı muayenesiyle başlayın. [adım] Bu çevresel görme testi için göz doktorunuz tam karşınıza oturacak ve sizden bir gözünüzü kapatmanızı isteyecektir. Ellerinden birini yavaşça bir taraftan çevresel görüşünüze getirirken sizden dümdüz ileriye bakmanız istenecek.
Şıklar:
A. Ellerinin hareket ettiğini fark ettiğinizde ""tamam"" veya ""görüyorum"" deyin. [alt adımlar] Bu, çoğu göz muayenesinde standart bir testtir.
B. Daha sonra göz doktorunuz eldivenli küçük bir yumruk yapar ve işaret parmağını gözlerinizin arasındaki ana göze doğru işaret eder. Çevresel görüşünüzü ortaya çıkarmak için vücudunuzu hafifçe ileri doğru hareket ettirmeyi veya yukarıyı işaret etmeyi seçebilirsiniz.
C. Bu yaklaşımı kolaylaştırmak için muhtemelen gözleriniz bağlanacaktır. [alt adımlar] Doktorunuz görüşünüz konusunda sizinle yüzleşmeye karar verirse, ondan görüşünüzü mümkün olduğunca açık bir şekilde açıklamasını isteyin.
D. [alt adımlar] Doktor daha sonra gözlerinizden birinin ortasından yarım inçlik bir ölçüm alacaktır. Büyük gözler için üçüncü inçlik bir ölçüm fazlasıyla yeterli olacaktır.","Ellerinin hareket ettiğini fark ettiğinizde ""tamam"" veya ""görüyorum"" deyin. [alt adımlar] Bu, çoğu göz muayenesinde standart bir testtir.",B. Daha sonra göz doktorunuz eldivenli küçük bir yumruk yapar ve işaret parmağını gözlerinizin arasındaki ana göze doğru işaret eder. Çevresel görüşünüzü ortaya çıkarmak için vücudunuzu hafifçe ileri doğru hareket ettirmeyi veya yukarıyı işaret etmeyi seçebilirsiniz.,False
"Bir sürücü bir virajı döner ve dengeyi sağlamak için ayağını toprağa diker. Sürücü motosikletiyle bir dönüş yaptıktan sonra hızlanır. Binici
Şıklar:
A. uzun ve dolambaçlı bir arka bahçeyi biçiyor.
B. bir el trafiği sıkışıklığının içinden geçiyor.
C. başladığı Springs'in arka sokağına.
D. motosikletiyle bir atlayışın üzerinden geçiyor.",motosikletiyle bir atlayışın üzerinden geçiyor.,C. başladığı Springs'in arka sokağına.,False
"Bir adam ve bir kadın, kanodaki diğer insanlarla birlikte nehirde kanoyla kürek çekiyorlar. diğer iki kişi
Şıklar:
A. nehirde kürek çekmek.
B. onlarla kayak yapın.
C. İnsanların izlemek için konumlandığı kayalıklarda balık tutarken görülüyor.
D. nehirde kanoyla kürek çekmek.",nehirde kanoyla kürek çekmek.,D. nehirde kanoyla kürek çekmek.,False
"[başlık] Taquito nasıl yapılır [başlık] Yağı 177 ° c'ye (350 ° f) ulaşana kadar ısıtın. [adım] Ocağın üzerine kenarları düz olan kalın tabanlı bir tava yerleştirin. Tavaya 2 inç (5 cm) bitkisel yağ dökün ve yağ, derin kızartma termometresinde doğru sıcaklığa ulaşana kadar orta ateşte ısıtın.
Şıklar:
A. [alt adımlar] Fritöz termometresi yerine şeker termometresini kullanabilirsiniz. [başlık] Tavuk, peynir, salsa ve kimyonu birleştirin.
B. [alt adımlar] Parmağınızı yağa sokmadan önce yağı parmağınızla hafifçe test edin. Temiz çıkarsa, yağ kızartmak için güvenlidir.
C. 40 ila 45 derece f (4 ila 6 derece c) arasında, yağ altın kahverengiye dönecek ve duman çıkaracaktır. Taquitoları kızartmak için yeterince sıcak olduğundan emin olun, ancak aşırıya kaçmayın.
D. [alt adımlar] Kızartılmış soğan veya limon bulamazsanız bunun yerine kanola yağı kullanabilirsiniz. Hangisinin en lezzetli olduğunu görmek için taquito'larınızda farklı sebze ve baharatları denemekten çekinmeyin.","[alt adımlar] Fritöz termometresi yerine şeker termometresini kullanabilirsiniz. [başlık] Tavuk, peynir, salsa ve kimyonu birleştirin.","C. 40 ila 45 derece f (4 ila 6 derece c) arasında, yağ altın kahverengiye dönecek ve duman çıkaracaktır. Taquitoları kızartmak için yeterince sıcak olduğundan emin olun, ancak aşırıya kaçmayın.",False
"[başlık] Bir yazı örneği nasıl sağlanır? [başlık] Bir yazı örneğinin amacını anlayın. [adım] İşvereniniz veya üniversite başvurunuzu inceleyen kişi fikirlerinizi nasıl organize ettiğinizi ve ifade ettiğinizi gösteren bir yazı örneği arıyor. Yazı örneğiniz, hedef kitlenize, başvurduğunuz pozisyonun beklentilerine uygun, gösterişli, yazılı materyaller oluşturabileceğinizi göstermelidir.
Şıklar:
A. [alt adımlar] Bir sürekli eğitim programına başvurmadığınız sürece yazılı bir örnek yeterli olmayacaktır. Örnek yazma örneklerinin genellikle yılda iki kez sınıfta veya toplum merkezi veya kütüphane gibi akademik bir ortamda üretilmesi gerekir.
B. [alt adımlar] Yazı örneğini bir test veya uygulamanızın başka bir önemli unsuru olarak düşünün. İşveren veya üniversite başvurusunu inceleyen kişi, pozisyona veya programa ne kadar uygun olduğunuzu ölçmenin bir yolu olarak yazı örneğinize bakacaktır.
C. [alt adımlar] Yazma örnekleri bulmak zordur ancak en iyi yazarlardan bazıları kişisel yazılarını paylaşabilir ve örnekler isteyebilir. İlk kez bir yazı örneği için başvuruyorsanız, el yazınızı potansiyel işvereninize veya sınıf arkadaşlarınıza göstermemeye dikkat edin.
D. [alt adımlar] Örnek materyaliniz biterse profesyonel yardım isteyin. Bir yazı örneğinde tartışılacak geniş konuları seçin.","[alt adımlar] Yazı örneğini bir test veya uygulamanızın başka bir önemli unsuru olarak düşünün. İşveren veya üniversite başvurusunu inceleyen kişi, pozisyona veya programa ne kadar uygun olduğunuzu ölçmenin bir yolu olarak yazı örneğinize bakacaktır.","B. [alt adımlar] Yazı örneğini bir test veya uygulamanızın başka bir önemli unsuru olarak düşünün. İşveren veya üniversite başvurusunu inceleyen kişi, pozisyona veya programa ne kadar uygun olduğunuzu ölçmenin bir yolu olarak yazı örneğinize bakacaktır.",False
"[header] Dökme demir tavada nasıl pişirilir? [title] Eti tavada kızartın. [adım] Tavanızın en büyük özelliklerinden biri, etleri kavurmadan yüksek derecede kızartma yeteneğidir. Mesela biftek ve kızartmalar harika çıkıyor.
Şıklar:
A. Tava sıcakken etin karamelleşmesine neden olabileceğinden domuz yağı kullanmaktan kaçının; bu nedenle domuz yağı ve çok amaçlı grese ihtiyaç vardır. [alt adımlar] Dökme demir tavada et pişirmenin kabul edilebilir bir seçenek olup olmadığını görmek için izin salonunuza danışın.
B. Brülörü düşük seviyeye getirerek ve birkaç dakikada bir alev boyutunu periyodik olarak artırarak tavayı sabit bir alev üzerinde yavaşça ısıtın. Brülör yüksek seviyeye ulaştığında bir parça biftek ekleyin ve yüzeyi koyu kahverengi olana kadar pişirin.
C. Dökme demir tavaların çoğu, her türlü kümes hayvanını pişirmek için tasarlanmıştır, ancak tavuk veya alabalık gibi yalnızca orta kısmı kızartmak için tasarlanmamıştır. Yuvarlak kesilmiş kümes hayvanları için etinizi tavada pişirmeden önce tavanızı önceden ısıtmanız gerekir.
D. Yemeklerinizin çoğunu buradan ızgara yapabilirsiniz. [alt adımlar] Izgara yapmak için tavayı biraz zeytinyağıyla ısıtın veya tavanın yüzeyine yağlı bir bez koyun.",Brülörü düşük seviyeye getirerek ve birkaç dakikada bir alev boyutunu periyodik olarak artırarak tavayı sabit bir alev üzerinde yavaşça ısıtın. Brülör yüksek seviyeye ulaştığında bir parça biftek ekleyin ve yüzeyi koyu kahverengi olana kadar pişirin.,B. Brülörü düşük seviyeye getirerek ve birkaç dakikada bir alev boyutunu periyodik olarak artırarak tavayı sabit bir alev üzerinde yavaşça ısıtın. Brülör yüksek seviyeye ulaştığında bir parça biftek ekleyin ve yüzeyi koyu kahverengi olana kadar pişirin.,False
"[başlık] Blender'da en iyi oluşturma ayarları nasıl seçilir [başlık] Bir çıktı dizini seçin. [adım] Ayrıca bir dosya türü seçin. [başlık] Bir çözünürlük seçin.
Şıklar:
A. [adım] Kalite çözünürlüğü, kroma kamerada kullanılan ölçümlerdir. Bir öğütücünün veri tabanı görüntüsüne bakmak gibi, 250'ye kadar bir sayının taze dozda Khone örneği yayınlamaktan başka pek bir işe yaramayacağını göreceksiniz.
B. [adım] Çözünürlüğü uygulamak için 250, 280, 100 veya 600 gibi bir çözünürlük seçmelisiniz. Görüntüyü bir klasör olarak dışa aktarmak istemiyorsanız, kullanmak için onu seçmeniz gerekecektir, her şey seçimlerle ilgilidir.
C. [adım] Çoğu öğütme işleminde bir miktar sabit disk kullanılır. Ancak dosyanızın kararlılığı konusunda endişeleriniz varsa, dosyaya boşluk bırakmak isteyebilirsiniz.
D. [adım] 1920x1080 piksel varsayılandır, ancak bunu değiştirmek isteyebilirsiniz. Ayrıca altında daha küçük (orantılı) bir boyut kullanmayı deneyin.","[adım] 1920x1080 piksel varsayılandır, ancak bunu değiştirmek isteyebilirsiniz. Ayrıca altında daha küçük (orantılı) bir boyut kullanmayı deneyin.","B. [adım] Çözünürlüğü uygulamak için 250, 280, 100 veya 600 gibi bir çözünürlük seçmelisiniz. Görüntüyü bir klasör olarak dışa aktarmak istemiyorsanız, kullanmak için onu seçmeniz gerekecektir, her şey seçimlerle ilgilidir.",False
"Daha sonra yavaş çekimde gösterilen ellerini hareket ettirir ve biri telefonda konuşup odadan çıkar. kamera
Şıklar:
A. daha sonra suyun üzerindeki bir kayaya bağlı sarı bir deniz kaplumbağasını alır ve yüzmeye geri döner.
B. kameranın bu açıdan görülmesi daha zor olan ön kısmından uzaklaşıyor, ancak konuşmaya devam ediyorlar ve hareketli ellerle saçları hareket ettirerek çeşitli hızlı hareketler gerçekleştiriyorlar.
C. odanın her yerinde tavalar var ve su akan bir lavabo gösteriyor.
D. Gülerken diğer insanların etrafında dolaşıyor.",Gülerken diğer insanların etrafında dolaşıyor.,"B. kameranın bu açıdan görülmesi daha zor olan ön kısmından uzaklaşıyor, ancak konuşmaya devam ediyorlar ve hareketli ellerle saçları hareket ettirerek çeşitli hızlı hareketler gerçekleştiriyorlar.",False
